cds	logFC.constDiff	adj.P.Val.constDiff	logFC.weevilInd_Q903	adj.P.Val.weevilInd_Q903	set	UniProtKB.AC	evalue	Description	tax_id	Taxonomy	GO
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN65763_c0_g1_i1:351-1379(-)	0.220346199307162	0.74361165325344	-4.27631272641484	0.000122435856715319	4	A9NN54	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN65763_c0_g2_i1:351-1382(-)	-9.33229442821854	9.70030103712729e-06	-6.25053773351163	8.23049892081077e-05	8	A9NN54	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN65789_c0_g1_i1:1-942(-)	-0.577966666979475	0.884001935624423	4.92689106546725	0.02425689411123	3	A9P0R9	5.68e-124	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0030246; GO:0007165
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN65826_c0_g2_i1:3-383(+)	-7.12843445468363	2.4273425797667e-07	-0.771901138502287	0.14785204985655	2	H9X754	3.13e-28	Uncharacterized protein (Fragment) OS=Pinus taeda OX=3352 GN=0_2710_01 PE=4 SV=1	3352	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN65889_c0_g1_i3:1-342(+)	-5.31006409085828	2.09855347600135e-06	-4.45532627824765	1.34527172587778e-05	8	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN66015_c0_g1_i1:51-1037(+)	-0.917614288566074	0.772165648208585	4.83064859413959	0.00821473197353979	3	A0A072UZ72	5.93e-27	Putative transcription factor C2H2 family OS=Medicago truncatula OX=3880 GN=25489338 PE=4 SV=1	3880	Viridiplantae	GO:0003676
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN66077_c0_g1_i1:134-3169(+)	-0.210225030188445	0.866923380826118	-3.01916440829812	0.0104171864660159	4	F6H8R8	0	Uncharacterized protein OS=Vitis vinifera OX=29760 GN=VIT_05s0049g01390 PE=4 SV=1	29760	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN66117_c0_g1_i1:2-493(+)	-0.490319853092899	0.548450888734304	-3.99291252650474	0.000104544863289062	4	A9NNN3	1.28e-80	Abhydrolase_3 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016787
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN6616_c0_g1_i1:869-3115(+)	0.312128364917606	0.577962429510339	-2.19885039465809	0.000189662431016052	4	A0A1U8AZC3	0	putative receptor-like protein kinase At1g80870 OS=Nelumbo nucifera OX=4432 GN=LOC104609098 PE=4 SV=1	4432	Viridiplantae	GO:0016021; GO:0005524; GO:0004674
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN66191_c0_g1_i1:1-342(-)	-1.42853772253287	0.0934365791634871	-4.95379469566951	0.00140023313168492	4	A0A223PIN3	1.14e-57	Glycosyltransferase OS=Picea glauca OX=3330 PE=2 SV=1	3330	Viridiplantae	GO:0016758
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN66271_c0_g1_i1:2-376(-)	-0.346490336455477	0.747034520496103	-4.73758563296123	0.00038255104432481	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN66301_c0_g1_i1:3-317(-)	-1.51553122869775	0.885068619070388	10.2753723578446	0.0353596146790164	3	A9P146	5.38e-66	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN66452_c0_g1_i1:3-932(+)	-1.08313274484863	0.254183652335295	-4.59626609538194	0.000477863909033292	4	A0A3S3N047	4.27e-140	Protein CHUP1, chloroplastic-like protein OS=Cinnamomum micranthum f. kanehirae OX=337451 GN=CKAN_01465200 PE=4 SV=1	337451	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN66486_c0_g1_i1:3-305(+)	-3.8483107428042	0.000192281516163122	-1.47999317627222	0.0144336125191952	2	B8LKI0	9.43e-34	Glycosyltransferase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016758
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN66486_c0_g2_i1:3-305(+)	9.2388098726699	2.25826577568362e-06	2.7639078757601	0.194637675699555	1	B8LKI0	8.18e-33	Glycosyltransferase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016758
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN66585_c0_g1_i1:208-582(+)	0.635568038169412	0.324060908150664	-2.05623374074249	0.00383307388129972	4	A9P099	1.14e-56	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0008171
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN66698_c0_g1_i2:71-427(+)	2.19465036986191	0.0269190284020462	1.19298683571816	0.268464672105404	1	B8LK55	7.17e-58	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021; GO:0016760; GO:0030244
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN66840_c0_g1_i1:3-344(+)	-2.38317465475004	2.60074796495811e-05	-0.360615189011788	0.332989517606407	2	B8LRT1	4.8e-72	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016758
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN66840_c0_g3_i1:3-344(+)	-1.6301827216332	0.00210816247472913	-2.6954957441528	7.31110575247596e-05	4	B8LRT1	4.8e-72	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016758
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67026_c0_g1_i1:70-405(-)	2.12326254822692	0.00228865016890613	-1.66680665558835	0.0542219341724672	1	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67034_c0_g1_i1:199-798(-)	-0.0952822903670223	0.966962640273585	2.38195258158547	0.0327471729752038	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67127_c0_g1_i1:203-907(-)	-4.31136774959675	2.59176585354125e-05	0.907460674507736	0.057101372214137	2	M5WVG1	1.72e-90	Uncharacterized protein OS=Prunus persica OX=3760 GN=PRUPE_ppa011139mg PE=3 SV=1	3760	Viridiplantae	GO:0005524; GO:0016740
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67148_c0_g1_i1:106-1248(-)	3.6760039414314	0.0355366358807916	-1.02446599327644	0.689997879403853	1	A0A517LEU9	2.46e-69	Uncharacterized protein OS=Venturia effusa OX=50376 GN=FKW77_009732 PE=4 SV=1	50376	Fungi	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67221_c0_g1_i1:1-342(+)	2.53388789964506	0.000118092931019741	-0.953118800817933	0.224330489946871	1	D5A8K4	9.29e-70	SQHop_cyclase_C domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016866
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67491_c0_g1_i1:1-345(-)	-2.36121630640276	0.0131916627427987	-4.69237172282694	0.00103155963985725	8	D5AAZ1	3.87e-76	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005524; GO:0004674
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67491_c0_g2_i1:1-345(-)	-0.881240465969659	0.401033272726841	-3.32239667731984	0.00681052336752119	4	D5AAZ1	9.16e-78	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005524; GO:0004674
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67491_c0_g3_i1:1-345(-)	7.24936273036188	0.00117247967254809	0.663331009245647	0.843532133006208	1	D5AAZ1	1.18e-75	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005524; GO:0004674
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67534_c0_g2_i1:2-298(-)	2.437467916612	0.184434314426626	3.2580031940091	0.0475885454786418	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67537_c0_g1_i1:77-625(-)	0.181065022746979	0.90062105507607	-3.58322038099894	0.00213090512962246	4	A9P2A2	7.38e-131	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67596_c0_g1_i1:232-669(-)	3.82895967025298	0.0410635565970944	-0.880317478012198	0.760282432867062	1	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67683_c0_g1_i1:1-432(-)	-1.70522453385248	0.487802362364373	6.23121198781269	0.00058064944244078	3	Q5W5I2	1.43e-87	Peroxidase OS=Picea abies OX=3329 GN=px3 PE=2 SV=1	3329	Viridiplantae	GO:0005576; GO:0020037; GO:0046872; GO:0004601; GO:0042744; GO:0006979
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67713_c0_g1_i1:379-804(-)	4.7750690664051	0.000468616779472892	0.663331009245647	0.734226690972629	1	A9NMV1	6.55e-86	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0004751; GO:0009052
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67713_c0_g2_i1:379-804(-)	-8.74581611276357	1.00277310986247e-08	0.415145712118721	0.178163852918436	2	C0PR07	6.5e-85	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0004751; GO:0009052
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67731_c0_g1_i1:3-455(-)	6.05143503628274	5.79368504686476e-08	0.663331009245648	0.556261613528715	1	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67797_c0_g1_i1:287-1396(+)	7.04112345768077	1.78416486435671e-05	0.343038318154199	0.884975688743468	1	C0PQN3	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016740; GO:0008299
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67804_c0_g2_i1:1-360(+)	-6.13061749001938	5.79368504686476e-08	-3.80826296563648	1.5611098781468e-05	8	A9NVL9	3.17e-70	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016788
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67804_c0_g3_i1:1-360(+)	-0.585681174633985	0.483823654224634	-3.43408182246548	0.000890993632140965	4	A9NVL9	3.17e-70	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016788
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68026_c0_g1_i1:2-364(-)	-1.19139515155234	0.699098693857237	3.31981673572984	0.0380227956177049	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68027_c0_g1_i1:268-585(+)	-2.71078118927539	0.0272852067587956	0.724452051628755	0.369493654440513	2	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68109_c0_g1_i1:2-613(+)	0.706149368637382	0.29150703129239	-2.62770003609169	0.00323716605113949	4	D8RK10	6.85e-27	Kinesin-like protein OS=Selaginella moellendorffii OX=88036 GN=ATK1B-2 PE=3 SV=1	88036	Viridiplantae	GO:0005874; GO:0005524; GO:0008017; GO:0003777; GO:0007018
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68344_c0_g1_i1:1-645(+)	-1.88113286203052	0.507194252054646	3.9122141782025	0.0320612603491101	3	A9NZ91	1.3e-101	Abhydrolase_3 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016787
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68520_c0_g1_i1:214-1122(+)	-0.64637936270838	0.479439756374989	-3.62395915392865	0.00304572235860075	4	D5A9Y6	0	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005524; GO:0004674
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68587_c0_g1_i1:426-1859(-)	-0.330020400264472	0.421887013716777	-2.19078403834058	1.89331050547029e-05	4	D5ABS3	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021; GO:0016757
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68622_c0_g2_i1:229-1389(+)	-8.45612090372037	2.54390616520704e-06	-0.0676411077953393	0.891256321402723	2	A0A0C9QVH3	0	TSA: Wollemia nobilis Ref_Wollemi_Transcript_5828_1768 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=3 SV=1	56998	Viridiplantae	GO:0005634; GO:0006334
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68711_c0_g1_i1:670-2310(-)	-0.453113815230236	0.685735643887446	-4.05611497213457	0.00857178715429413	4	W1NMZ6	0	Uncharacterized protein OS=Amborella trichopoda OX=13333 GN=AMTR_s00074p00139810 PE=3 SV=1	13333	Viridiplantae	GO:0005509; GO:0005525
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68746_c0_g1_i1:1110-2987(-)	-0.451076300894114	0.186971596745839	-2.63059686373773	6.95266792018678e-06	4	A0A2H4RC21	0	Somatic embryogenesis receptor kinase 2-1 OS=Cunninghamia lanceolata OX=28977 GN=SERK2-1 PE=2 SV=1	28977	Viridiplantae	GO:0016021; GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68772_c0_g1_i1:1023-2201(-)	-0.756577549529808	0.130642626748122	-4.36701485423335	6.1478747313106e-05	4	B8LRZ4	2.95e-163	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68797_c0_g1_i1:258-824(-)	0.782448747125063	0.794226717732524	6.71901339025732	0.000848686775024984	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68840_c0_g1_i1:223-1611(+)	8.44869877158386	1.14339894189335e-07	-1.10700867943713	0.5191155222199	1	A0A5B6Z2I7	1.41e-137	Uncharacterized protein OS=Davidia involucrata OX=16924 GN=Din_007672 PE=4 SV=1	16924	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68884_c0_g1_i1:1-978(+)	-3.93287213764744	0.0182326821155817	-1.70200776544799	0.173270296324551	2	A0A291FAV2	1.87e-104	CYP77F31 OS=Taxus wallichiana var. chinensis OX=29808 PE=2 SV=1	29808	Viridiplantae	GO:0016021; GO:0020037; GO:0005506; GO:0004497; GO:0016705
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68958_c0_g1_i5:3-341(+)	-1.07230026911114	0.266598715836947	-2.18380230431053	0.0242340659867433	4	C0PQE2	2.51e-38	TIR domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0043531; GO:0007165
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68970_c0_g2_i1:2-1513(+)	3.21180091383375	0.0409090619240203	2.66495172687293	0.0668472039053177	1	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN69007_c0_g1_i1:3-542(-)	-0.47322483885115	0.53076309633232	2.35662542236714	0.000139534637043647	3	D5AAE4	2.22e-128	Carboxypeptidase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021; GO:0004185
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN69071_c0_g1_i1:987-3074(+)	-0.269855895496063	0.739667987904823	-2.04372585088696	0.0033664407566711	4	F6HY96	0	Uncharacterized protein OS=Vitis vinifera OX=29760 GN=VIT_09s0002g03440 PE=4 SV=1	29760	Viridiplantae	GO:0016021; GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN69259_c0_g1_i1:2-388(+)	-7.10971784863045	2.07898018953592e-07	-0.859876300996057	0.0536382019698977	2	A0A223PIM7	3.41e-58	Glycosyltransferase OS=Picea glauca OX=3330 PE=2 SV=1	3330	Viridiplantae	GO:0016758
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN69376_c0_g1_i1:1-456(+)	-1.22701700019671	0.178017422559532	-3.02210556083271	0.0375080991283545	4	B8LL00	5.88e-74	LEA_2 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN69405_c0_g1_i1:440-3340(-)	0.655680565754453	0.284803014547198	2.11615224677539	0.000393447229562161	3	A0A0K1DCA8	0	Respiratory burst oxidase protein 4a OS=Picea abies OX=3329 GN=Rboh4b PE=2 SV=1	3329	Viridiplantae	GO:0016021; GO:0005509; GO:0050664; GO:0004601
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN69420_c0_g2_i1:372-2267(-)	-0.443914920132407	0.789167826651204	-3.9417970549194	0.00350614218115141	4	D7U1J5	0	Uncharacterized protein OS=Vitis vinifera OX=29760 GN=VIT_11s0037g01210 PE=3 SV=1	29760	Viridiplantae	GO:0016021; GO:0016020; GO:0005506; GO:0016491; GO:0008610
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN69581_c0_g1_i1:111-632(-)	-6.52529652939279	6.45406261347581e-09	-1.45143558909862	0.000980154345407478	2	B8LRB4	1.03e-47	TIR domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0043531; GO:0007165
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN69641_c0_g3_i1:1-396(+)	6.63962691042714	4.4991453641106e-08	0.663331009245649	0.590530645236355	1	A0A2G9H397	5.24e-40	Uncharacterized protein OS=Handroanthus impetiginosus OX=429701 GN=CDL12_15404 PE=4 SV=1	429701	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN69871_c0_g1_i1:2-1228(+)	2.80969509190197	0.0270551934126912	2.65038578943295	0.0306212671638982	5	A0A0D2ETA8	5.75e-163	Tyrosinase_Cu-bd domain-containing protein OS=Exophiala xenobiotica OX=348802 GN=PV05_02519 PE=4 SV=1	348802	Fungi	GO:0046872; GO:0016491
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN69891_c0_g1_i1:55-462(-)	-1.90363282699153	0.00406993622357392	-3.04575916366531	0.000322141643632188	4	A0A0D6QZC8	3.28e-52	Peptidase A1 domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=3 SV=1	56994	Viridiplantae	GO:0004190
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN69891_c0_g2_i1:55-462(-)	6.14363050723894	0.000438184723919293	0.663331009245647	0.786091641639043	1	A0A0D6QZC8	2.28e-52	Peptidase A1 domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=3 SV=1	56994	Viridiplantae	GO:0004190
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN69910_c0_g1_i1:2-958(+)	0.530578776403533	0.663804869799821	-3.37077604472612	0.00181316065362001	4	A0A2P5B5W3	1.17e-54	Uncharacterized protein OS=Trema orientale OX=63057 GN=TorRG33x02_331370 PE=4 SV=1	63057	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN70007_c0_g1_i1:138-758(-)	-1.63363784146644	0.422073541918406	3.68234689188677	0.00916822174405798	3	A0A1Q3EAI9	5.2e-114	40S ribosomal protein S8 OS=Lentinula edodes OX=5353 GN=LENED_005999 PE=3 SV=1	5353	Fungi	GO:0005840; GO:0003735; GO:0006412
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN70017_c0_g1_i1:1-333(+)	-0.572139794980918	0.689259221378882	-3.14812021836115	0.0293375960163308	4	A9NR04	1.05e-69	Jacalin-type lectin domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0030246
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN70240_c0_g1_i1:192-707(+)	2.01086173791572	0.00235447092660996	-2.67990697589915	0.00598576790587882	7	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN70447_c0_g1_i1:233-706(+)	-0.265120969883565	0.730185812001759	-2.90365708929199	0.000975286089778074	4	C0PT86	2.28e-114	LRAT domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN70621_c0_g2_i1:2-328(-)	7.35218302916971	0.00800903102005091	4.65620020209393	0.174957030174103	1	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN70695_c0_g1_i1:461-2188(+)	-0.239786433103932	0.744006873828449	-4.0684199897042	0.000477930211926195	4	A0A2R6Q5T8	1.78e-77	Transcription factor bHLH63 like OS=Actinidia chinensis var. chinensis OX=1590841 GN=CEY00_Acc21038 PE=4 SV=1	1590841	Viridiplantae	GO:0046983; GO:0006355
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN70778_c0_g1_i1:1-885(+)	-5.84853721847441	2.89288799806009e-05	-2.73797330183308	0.00200696332694567	8	D5AB91	4.76e-83	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN70880_c0_g3_i1:178-1743(-)	3.94282579552561	0.0616403178474224	4.01822802857218	0.0441133482486873	3	A0A0D2EET6	0	Uncharacterized protein OS=Exophiala xenobiotica OX=348802 GN=PV05_08762 PE=4 SV=1	348802	Fungi	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN70954_c0_g1_i1:3-482(+)	-3.45221413533747	0.000123682709932541	-2.32965717143941	0.00296781707754389	8	B8LR32	3.5e-60	NB-ARC domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0043531
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN70992_c0_g1_i1:218-601(-)	-0.149430250167983	0.909462947974493	-2.52645500117432	0.0106022622511509	4	B8LRP3	2.73e-84	Non-specific lipid-transfer protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0008289; GO:0006869
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71024_c1_g5_i1:1-300(-)	-6.6597154491973	0.00093849393003382	-0.646366525728744	0.521948777693988	2	B8LNC7	1.4e-67	Xyloglucan endotransglucosylase/hydrolase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0048046; GO:0005618; GO:0004553; GO:0016762; GO:0071555; GO:0006073
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71151_c0_g1_i1:1-351(+)	-2.99022208760077	0.165663705441326	-3.73129670662594	0.0339581168800287	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71172_c0_g1_i1:320-619(+)	5.94410166331926	1.14950171231909e-08	0.663331009245647	0.48314122550027	1	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71252_c0_g1_i1:3-497(-)	5.43477049206268	2.5032380059253e-07	0.663331009245648	0.541924540465305	1	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71252_c0_g1_i2:3-512(-)	-6.97094090400973	5.6323578551452e-07	-1.22448609665504	0.0277783156795726	2	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71273_c0_g3_i1:3-323(+)	-2.36931482074031	0.667931929467872	7.21435680073031	0.0242476070104426	3	B8LQQ0	4.41e-67	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0003824; GO:0000287; GO:0030976
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71279_c0_g1_i1:1-351(-)	0.905827188114415	0.441454614832887	4.11378552388393	0.000392318407221812	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71375_c0_g1_i1:33-1289(-)	1.67744301989192	0.56783971295313	5.60664672632221	0.0112768333199921	3	A0A0G2ELS5	0	Putative 3-ketoacyl-thiolase 1 OS=Diplodia seriata OX=420778 GN=UCDDS831_g03226 PE=3 SV=1	420778	Fungi	GO:0016747
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71424_c0_g2_i1:603-1973(+)	-5.70655162141224	1.14249939960816e-10	-0.218739294306458	0.447432411421984	2	B8LNW7	0	DCD domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71427_c0_g1_i1:174-527(+)	-0.436775931928636	0.812272646003106	2.50263305328276	0.028127713249993	3	Q40843	9.32e-46	Late embryogenesis abundant protein (Fragment) OS=Picea glauca OX=3330 GN=EMB16 PE=2 SV=1	3330	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71461_c0_g2_i1:1-408(+)	-4.22142667827617	4.81563283200836e-05	-0.884853092959423	0.136480509993052	2	A0A0K9Q1D9	3.07e-56	Phospholipase D OS=Zostera marina OX=29655 GN=ZOSMA_132G00380 PE=3 SV=1	29655	Viridiplantae	GO:0016020; GO:0005509; GO:0070290; GO:0004630; GO:0016042; GO:0046470
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71471_c0_g1_i1:121-600(+)	-1.32592242934683	0.656400362536862	4.57288595901152	0.00606354184998124	3	A0A0C9S4M9	1.96e-72	TSA: Wollemia nobilis Ref_Wollemi_Transcript_23184_594 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71502_c0_g2_i1:2-1096(+)	-4.85103672991685	0.0482521799751037	-0.130446266936501	0.963229762261379	2	A0A2V0PC22	0	Glyceraldehyde-3-phosphate dehydrogenase OS=Raphidocelis subcapitata OX=307507 GN=Rsub_09559 PE=3 SV=1	307507	Viridiplantae	GO:0051287; GO:0050661; GO:0016620; GO:0006006
