cds	UniProtKB.AC	Taxonomy	GOID	TERM
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124236_c3_g7_i2:3-1109(-)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124236_c3_g7_i3:3-1253(-)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124236_c3_g7_i4:3-614(-)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124236_c3_g7_i5:3-872(-)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124236_c3_g7_i8:3-665(-)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124239_c1_g2_i1:518-2671(+)	A0A251RS71	Viridiplantae	GO:0032147	activation of protein kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124239_c1_g2_i1:518-2671(+)	A0A251RS71	Viridiplantae	GO:0060236	regulation of mitotic spindle organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124239_c1_g2_i11:3-728(+)	A0A2H3ZZL1	Viridiplantae	GO:0032147	activation of protein kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124239_c1_g2_i11:3-728(+)	A0A2H3ZZL1	Viridiplantae	GO:0060236	regulation of mitotic spindle organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124239_c1_g2_i3:1-1320(+)	A0A251RS71	Viridiplantae	GO:0032147	activation of protein kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124239_c1_g2_i3:1-1320(+)	A0A251RS71	Viridiplantae	GO:0060236	regulation of mitotic spindle organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124239_c1_g2_i6:517-2658(+)	A0A251RS71	Viridiplantae	GO:0032147	activation of protein kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124239_c1_g2_i6:517-2658(+)	A0A251RS71	Viridiplantae	GO:0060236	regulation of mitotic spindle organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124239_c1_g2_i7:2-604(+)	A0A251RS71	Viridiplantae	GO:0032147	activation of protein kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124239_c1_g2_i7:2-604(+)	A0A251RS71	Viridiplantae	GO:0060236	regulation of mitotic spindle organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124239_c1_g2_i8:1-2136(+)	A0A251RS71	Viridiplantae	GO:0032147	activation of protein kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124239_c1_g2_i8:1-2136(+)	A0A251RS71	Viridiplantae	GO:0060236	regulation of mitotic spindle organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124241_c10_g1_i1:1-759(-)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124241_c11_g4_i1:2-997(+)	E9NZS7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124245_c8_g5_i2:95-2569(+)	A0A0C9QPV3	Viridiplantae	GO:0048544	recognition of pollen
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124258_c6_g3_i10:3-1922(-)	A0A074XZR9	Fungi	GO:0006099	tricarboxylic acid cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124262_c0_g2_i11:165-1847(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124262_c0_g2_i12:165-1514(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124262_c0_g2_i14:1084-1941(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124262_c0_g2_i4:165-1844(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124262_c0_g2_i9:165-932(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124262_c0_g3_i2:1-579(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124263_c1_g15_i4:3-305(-)	D5ABW3	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124263_c1_g18_i1:3-416(-)	A0A0D6QWT9	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124263_c1_g18_i5:3-536(-)	A0A0C9RW35	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124263_c1_g18_i7:3-305(-)	A0A0C9S916	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124263_c1_g18_i8:3-662(-)	A0A0D6QWT9	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124263_c1_g22_i1:3-305(-)	A0A0D6QWT9	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124263_c1_g30_i1:1-618(-)	K7NXU4	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124263_c1_g30_i3:3-365(-)	K7NXU4	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124263_c1_g30_i5:3-311(-)	A0A0C9S916	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124265_c6_g2_i5:535-6918(+)	A0A443PJ24	Viridiplantae	GO:0006890	retrograde vesicle-mediated transport, Golgi to ER
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124265_c6_g2_i7:535-7563(+)	A0A443PJ24	Viridiplantae	GO:0006890	retrograde vesicle-mediated transport, Golgi to ER
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124268_c4_g1_i1:2-544(+)	D5AC01	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124271_c4_g4_i3:817-6381(+)	F6GYH3	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124271_c4_g4_i8:741-6305(+)	F6GYH3	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124273_c1_g1_i4:162-1523(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124273_c1_g1_i6:162-1439(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124273_c1_g1_i7:162-1439(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124276_c8_g12_i1:3-356(-)	A9NPY6	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124276_c8_g15_i3:3-635(-)	A9NPY6	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124276_c8_g15_i4:3-524(-)	A9NW04	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124276_c8_g15_i8:3-647(-)	A9NPY6	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124276_c8_g22_i1:3-332(-)	A9NPY6	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124277_c0_g1_i1:2-787(+)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124277_c2_g1_i1:1-321(+)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124277_c2_g6_i1:3-653(+)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124278_c1_g11_i4:2-391(+)	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124278_c1_g15_i5:1-381(+)	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124290_c7_g14_i1:9-389(-)	A9NWA3	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124290_c7_g16_i1:3-314(-)	D5ABG2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124290_c7_g16_i7:9-1292(-)	A9NWA3	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124290_c7_g19_i1:9-344(-)	D5ABG2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124290_c7_g2_i1:9-503(-)	D5A9K4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124296_c0_g1_i6:303-3935(+)	U5DBL1	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124296_c0_g1_i6:303-3935(+)	U5DBL1	Viridiplantae	GO:0031535	plus-end directed microtubule sliding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124296_c0_g1_i7:303-3908(+)	U5DBL1	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124296_c0_g1_i7:303-3908(+)	U5DBL1	Viridiplantae	GO:0031535	plus-end directed microtubule sliding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124299_c2_g2_i3:1-570(+)	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124299_c2_g2_i4:2-430(+)	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124302_c3_g21_i1:3-332(+)	D5AC01	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124309_c4_g4_i1:3-335(-)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124310_c6_g4_i1:103-402(-)	A0A178AQ64	Fungi	GO:0000002	mitochondrial genome maintenance
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124310_c6_g4_i1:103-402(-)	A0A178AQ64	Fungi	GO:0006099	tricarboxylic acid cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124320_c1_g1_i9:2-325(-)	B8LRH8	Viridiplantae	GO:0000398	mRNA splicing, via spliceosome
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124323_c1_g14_i2:105-404(-)	B8LPR0	Viridiplantae	GO:0009733	response to auxin
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124323_c1_g14_i4:3-386(-)	B8LPR0	Viridiplantae	GO:0009733	response to auxin
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124327_c2_g4_i1:1-360(-)	A0A0K0M7B5	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124343_c5_g14_i1:1-450(-)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124343_c5_g7_i1:3-455(-)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124343_c5_g9_i2:3-494(-)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124346_c1_g12_i2:1-741(-)	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124346_c1_g12_i3:3-710(-)	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124346_c2_g23_i5:1-342(-)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124347_c13_g1_i1:2-385(+)	A0A317V9K4	Fungi	GO:0015986	ATP synthesis coupled proton transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c3_g2_i1:1-309(-)	K4NZF4	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g18_i1:3-302(+)	K4NZF4	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g20_i1:3-587(+)	F4MKL7	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g21_i2:1-303(+)	K4PCQ7	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g24_i1:1-375(+)	K4PCQ7	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g25_i1:1-504(+)	I3XMK2	Viridiplantae	GO:0055114	oxidation-reduction process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g28_i1:3-368(+)	K4NZF4	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g3_i1:1-435(+)	I3XMK2	Viridiplantae	GO:0055114	oxidation-reduction process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g4_i1:1-330(+)	A0A3G6JAD8	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g4_i3:1-954(+)	K4NZF4	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g4_i6:1-1047(+)	K4NZF4	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124349_c2_g2_i2:2-337(-)	A0A200QEZ9	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124349_c2_g2_i4:58-657(-)	A0A200QEZ9	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124349_c2_g2_i5:342-1229(-)	A0A1U8A723	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124349_c2_g2_i6:58-810(-)	A0A200QEZ9	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124349_c2_g2_i7:41-364(-)	D5ACD9	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124352_c10_g2_i2:3-503(-)	A0A0K0M7B5	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124352_c10_g2_i3:3-497(-)	A0A0K0M7B5	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124358_c1_g11_i1:1-438(+)	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124360_c1_g2_i3:288-794(+)	A0A2H3Z953	Viridiplantae	GO:0009755	hormone-mediated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124366_c4_g9_i16:3-650(+)	Q8L8J1	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124367_c1_g10_i1:3-332(-)	W1NTD0	Viridiplantae	GO:0005985	sucrose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124367_c1_g17_i2:2-637(-)	A6N837	Viridiplantae	GO:0005985	sucrose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124367_c1_g17_i8:1-516(-)	A6N837	Viridiplantae	GO:0005985	sucrose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124367_c1_g23_i1:3-560(-)	A0A166GFI8	Viridiplantae	GO:0005985	sucrose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124367_c1_g5_i3:3-467(-)	A0A166GFI8	Viridiplantae	GO:0005985	sucrose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124368_c5_g2_i3:3-527(-)	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124368_c5_g3_i2:3-422(-)	Q8L8J0	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124373_c4_g4_i6:1-492(-)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124378_c2_g3_i4:2-367(-)	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124378_c4_g10_i2:1-990(-)	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124378_c4_g10_i5:1-990(-)	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124379_c0_g5_i19:3-1490(-)	Q8L8J1	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124379_c0_g5_i3:1-618(-)	Q8L8J1	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124379_c0_g5_i7:75-785(-)	Q8L8J1	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124385_c1_g1_i11:1-2616(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124385_c1_g1_i5:3-722(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124385_c1_g1_i7:1-2097(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124385_c1_g1_i9:1-1557(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g13_i1:3-1319(+)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g17_i1:2-316(+)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g1_i1:1-336(+)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g20_i1:1-300(+)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g21_i1:1-363(+)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g24_i1:1-345(+)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g25_i1:2-457(+)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g25_i2:2-1276(+)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g28_i1:1-342(+)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g39_i1:1-312(+)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124404_c5_g3_i3:1-768(+)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124405_c2_g1_i6:497-2692(+)	A0A4Y1R9H3	Viridiplantae	GO:0015074	DNA integration
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124600_c0_g1_i1:1-1803(+)	D5A835	Viridiplantae	GO:0008610	lipid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124953_c0_g1_i1:28-1149(-)	A0A0C3FLM4	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN125439_c0_g1_i1:293-1912(-)	A0A142I5E3	Viridiplantae	GO:0006817	phosphate ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN125753_c0_g1_i1:193-639(+)	B8LPH2	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN125799_c0_g1_i1:1-1155(+)	U5HF14	Fungi	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN126099_c0_g1_i1:262-1836(-)	A0A0D2H0G2	Fungi	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN126099_c0_g1_i1:262-1836(-)	A0A0D2H0G2	Fungi	GO:0006072	glycerol-3-phosphate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN126123_c0_g1_i1:36-1727(-)	R4X8J5	Fungi	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN126123_c0_g1_i1:36-1727(-)	R4X8J5	Fungi	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN126732_c0_g1_i1:240-689(-)	A0A0U1LTU8	Fungi	GO:0006457	protein folding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN128618_c0_g1_i1:196-588(-)	A0A447C4T5	Fungi	GO:0006457	protein folding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN12871_c0_g1_i1:91-1644(-)	A0A0J0XLA4	Fungi	GO:0006011	UDP-glucose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN13033_c0_g1_i1:1051-2979(+)	A0A061E698	Viridiplantae	GO:0048653	anther development
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN13033_c0_g1_i1:1051-2979(+)	A0A061E698	Viridiplantae	GO:0007639	homeostasis of number of meristem cells
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN13033_c0_g1_i1:1051-2979(+)	A0A061E698	Viridiplantae	GO:0006468	protein phosphorylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN132593_c0_g1_i1:307-1914(+)	A9NUF5	Viridiplantae	GO:0009073	aromatic amino acid family biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN132593_c0_g1_i1:307-1914(+)	A9NUF5	Viridiplantae	GO:0009423	chorismate biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN133765_c0_g1_i1:290-1825(-)	A0A0D2DIH5	Fungi	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN133951_c0_g1_i1:335-895(-)	A0A0D2CC94	Fungi	GO:0009060	aerobic respiration
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN134047_c0_g1_i1:678-1685(-)	A0A200Q7F9	Viridiplantae	GO:0008643	carbohydrate transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN134280_c0_g1_i1:274-1899(-)	W9VSC2	Fungi	GO:0009098	leucine biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN134962_c0_g1_i1:20-1231(-)	A0A178CTK8	Fungi	GO:0006620	posttranslational protein targeting to endoplasmic reticulum membrane
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN134962_c0_g1_i1:20-1231(-)	A0A178CTK8	Fungi	GO:0009408	response to heat
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN135741_c0_g1_i1:218-1300(-)	A0A1J9S3H2	Fungi	GO:0055114	oxidation-reduction process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN13603_c0_g1_i1:2-1246(+)	A0A178ZZE5	Fungi	GO:0006086	acetyl-CoA biosynthetic process from pyruvate
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN13976_c0_g2_i1:55-477(+)	A0A4V5NA69	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN14046_c0_g1_i1:1-1392(+)	G7DT63	Fungi	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN14046_c0_g1_i1:1-1392(+)	G7DT63	Fungi	GO:0006072	glycerol-3-phosphate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN14052_c0_g1_i1:1-1182(+)	D5A9H8	Viridiplantae	GO:0006073	cellular glucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN141598_c0_g1_i1:292-1092(-)	W1NZ10	Viridiplantae	GO:0051301	cell division
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN141598_c0_g1_i1:292-1092(-)	W1NZ10	Viridiplantae	GO:0007059	chromosome segregation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN141598_c0_g1_i1:292-1092(-)	W1NZ10	Viridiplantae	GO:0000278	mitotic cell cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN141598_c0_g1_i1:292-1092(-)	W1NZ10	Viridiplantae	GO:0031110	regulation of microtubule polymerization or depolymerization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN142058_c0_g1_i1:2-580(-)	A0A0G2EU75	Fungi	GO:0006412	translation
