cds	set	UniProtKB.AC	Taxonomy	GOID	TERM
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124262_c0_g2_i11:165-1847(+)	4	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124262_c0_g2_i12:165-1514(+)	2	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124262_c0_g2_i14:1084-1941(+)	1	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124262_c0_g2_i4:165-1844(+)	1	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124262_c0_g2_i9:165-932(+)	2	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124262_c0_g3_i2:1-579(+)	2	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124263_c1_g15_i4:3-305(-)	4	D5ABW3	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124263_c1_g18_i1:3-416(-)	3	A0A0D6QWT9	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124263_c1_g18_i5:3-536(-)	4	A0A0C9RW35	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124263_c1_g18_i8:3-662(-)	4	A0A0D6QWT9	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124263_c1_g22_i1:3-305(-)	8	A0A0D6QWT9	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124263_c1_g30_i5:3-311(-)	1	A0A0C9S916	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124265_c6_g2_i5:535-6918(+)	1	A0A443PJ24	Viridiplantae	GO:0006890	retrograde vesicle-mediated transport, Golgi to ER
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124265_c6_g2_i7:535-7563(+)	1	A0A443PJ24	Viridiplantae	GO:0006890	retrograde vesicle-mediated transport, Golgi to ER
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124268_c4_g1_i1:2-544(+)	1	D5AC01	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124271_c4_g4_i3:817-6381(+)	2	F6GYH3	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124271_c4_g4_i8:741-6305(+)	7	F6GYH3	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124273_c1_g1_i4:162-1523(+)	2	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124273_c1_g1_i6:162-1439(+)	2	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124273_c1_g1_i7:162-1439(+)	4	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124276_c8_g12_i1:3-356(-)	2	A9NPY6	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124276_c8_g15_i3:3-635(-)	2	A9NPY6	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124276_c8_g15_i4:3-524(-)	2	A9NW04	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124276_c8_g15_i8:3-647(-)	1	A9NPY6	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124276_c8_g22_i1:3-332(-)	1	A9NPY6	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124277_c0_g1_i1:2-787(+)	1	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124277_c2_g6_i1:3-653(+)	2	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124278_c1_g11_i4:2-391(+)	2	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124278_c1_g15_i5:1-381(+)	4	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124290_c7_g14_i1:9-389(-)	2	A9NWA3	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124290_c7_g16_i1:3-314(-)	4	D5ABG2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124290_c7_g16_i7:9-1292(-)	4	A9NWA3	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124290_c7_g19_i1:9-344(-)	1	D5ABG2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124290_c7_g2_i1:9-503(-)	1	D5A9K4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124296_c0_g1_i6:303-3935(+)	4	U5DBL1	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124296_c0_g1_i6:303-3935(+)	4	U5DBL1	Viridiplantae	GO:0031535	plus-end directed microtubule sliding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124296_c0_g1_i7:303-3908(+)	1	U5DBL1	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124296_c0_g1_i7:303-3908(+)	1	U5DBL1	Viridiplantae	GO:0031535	plus-end directed microtubule sliding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124299_c2_g2_i3:1-570(+)	1	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124299_c2_g2_i4:2-430(+)	8	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124302_c3_g21_i1:3-332(+)	2	D5AC01	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124309_c4_g4_i1:3-335(-)	1	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124310_c6_g4_i1:103-402(-)	3	A0A178AQ64	Fungi	GO:0000002	mitochondrial genome maintenance
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124310_c6_g4_i1:103-402(-)	3	A0A178AQ64	Fungi	GO:0006099	tricarboxylic acid cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124320_c1_g1_i9:2-325(-)	2	B8LRH8	Viridiplantae	GO:0000398	mRNA splicing, via spliceosome
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124323_c1_g14_i2:105-404(-)	4	B8LPR0	Viridiplantae	GO:0009733	response to auxin
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124323_c1_g14_i4:3-386(-)	4	B8LPR0	Viridiplantae	GO:0009733	response to auxin
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124327_c2_g4_i1:1-360(-)	4	A0A0K0M7B5	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124343_c5_g14_i1:1-450(-)	1	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124343_c5_g7_i1:3-455(-)	1	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124343_c5_g9_i2:3-494(-)	8	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124346_c1_g12_i2:1-741(-)	2	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124346_c2_g23_i5:1-342(-)	4	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124347_c13_g1_i1:2-385(+)	5	A0A317V9K4	Fungi	GO:0015986	ATP synthesis coupled proton transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g18_i1:3-302(+)	3	K4NZF4	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g20_i1:3-587(+)	4	F4MKL7	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g21_i2:1-303(+)	2	K4PCQ7	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g24_i1:1-375(+)	4	K4PCQ7	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g3_i1:1-435(+)	3	I3XMK2	Viridiplantae	GO:0055114	oxidation-reduction process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g4_i1:1-330(+)	3	A0A3G6JAD8	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g4_i3:1-954(+)	4	K4NZF4	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124348_c4_g4_i6:1-1047(+)	3	K4NZF4	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124349_c2_g2_i2:2-337(-)	4	A0A200QEZ9	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124349_c2_g2_i4:58-657(-)	7	A0A200QEZ9	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124349_c2_g2_i5:342-1229(-)	4	A0A1U8A723	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124349_c2_g2_i6:58-810(-)	4	A0A200QEZ9	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124349_c2_g2_i7:41-364(-)	2	D5ACD9	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124352_c10_g2_i3:3-497(-)	1	A0A0K0M7B5	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124358_c1_g11_i1:1-438(+)	2	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124366_c4_g9_i16:3-650(+)	4	Q8L8J1	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124367_c1_g10_i1:3-332(-)	3	W1NTD0	Viridiplantae	GO:0005985	sucrose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124367_c1_g17_i2:2-637(-)	3	A6N837	Viridiplantae	GO:0005985	sucrose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124367_c1_g17_i8:1-516(-)	2	A6N837	Viridiplantae	GO:0005985	sucrose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124367_c1_g23_i1:3-560(-)	3	A0A166GFI8	Viridiplantae	GO:0005985	sucrose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124367_c1_g5_i3:3-467(-)	3	A0A166GFI8	Viridiplantae	GO:0005985	sucrose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124368_c5_g2_i3:3-527(-)	2	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124368_c5_g3_i2:3-422(-)	2	Q8L8J0	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124378_c4_g10_i2:1-990(-)	4	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124378_c4_g10_i5:1-990(-)	1	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124379_c0_g5_i19:3-1490(-)	4	Q8L8J1	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124379_c0_g5_i3:1-618(-)	1	Q8L8J1	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124379_c0_g5_i7:75-785(-)	8	Q8L8J1	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124385_c1_g1_i5:3-722(+)	2	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124385_c1_g1_i7:1-2097(+)	4	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124385_c1_g1_i9:1-1557(+)	8	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g13_i1:3-1319(+)	2	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g1_i1:1-336(+)	1	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g20_i1:1-300(+)	4	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g21_i1:1-363(+)	1	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g25_i1:2-457(+)	2	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g25_i2:2-1276(+)	8	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124401_c10_g28_i1:1-342(+)	4	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124404_c5_g3_i3:1-768(+)	2	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124405_c2_g1_i6:497-2692(+)	2	A0A4Y1R9H3	Viridiplantae	GO:0015074	DNA integration
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN124600_c0_g1_i1:1-1803(+)	1	D5A835	Viridiplantae	GO:0008610	lipid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN125439_c0_g1_i1:293-1912(-)	3	A0A142I5E3	Viridiplantae	GO:0006817	phosphate ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN125753_c0_g1_i1:193-639(+)	4	B8LPH2	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN125799_c0_g1_i1:1-1155(+)	3	U5HF14	Fungi	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN126732_c0_g1_i1:240-689(-)	3	A0A0U1LTU8	Fungi	GO:0006457	protein folding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN128618_c0_g1_i1:196-588(-)	3	A0A447C4T5	Fungi	GO:0006457	protein folding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN13033_c0_g1_i1:1051-2979(+)	4	A0A061E698	Viridiplantae	GO:0048653	anther development
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN13033_c0_g1_i1:1051-2979(+)	4	A0A061E698	Viridiplantae	GO:0007639	homeostasis of number of meristem cells
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN13033_c0_g1_i1:1051-2979(+)	4	A0A061E698	Viridiplantae	GO:0006468	protein phosphorylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN132593_c0_g1_i1:307-1914(+)	3	A9NUF5	Viridiplantae	GO:0009073	aromatic amino acid family biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN132593_c0_g1_i1:307-1914(+)	3	A9NUF5	Viridiplantae	GO:0009423	chorismate biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN134047_c0_g1_i1:678-1685(-)	1	A0A200Q7F9	Viridiplantae	GO:0008643	carbohydrate transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN135741_c0_g1_i1:218-1300(-)	3	A0A1J9S3H2	Fungi	GO:0055114	oxidation-reduction process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN13976_c0_g2_i1:55-477(+)	3	A0A4V5NA69	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN14052_c0_g1_i1:1-1182(+)	4	D5A9H8	Viridiplantae	GO:0006073	cellular glucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN141598_c0_g1_i1:292-1092(-)	4	W1NZ10	Viridiplantae	GO:0051301	cell division
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN141598_c0_g1_i1:292-1092(-)	4	W1NZ10	Viridiplantae	GO:0007059	chromosome segregation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN141598_c0_g1_i1:292-1092(-)	4	W1NZ10	Viridiplantae	GO:0000278	mitotic cell cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN141598_c0_g1_i1:292-1092(-)	4	W1NZ10	Viridiplantae	GO:0031110	regulation of microtubule polymerization or depolymerization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN144716_c0_g1_i1:148-717(-)	3	A0A438NFP6	Fungi	GO:0006886	intracellular protein transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN144716_c0_g1_i1:148-717(-)	3	A0A438NFP6	Fungi	GO:0016192	vesicle-mediated transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN148972_c0_g1_i1:79-1821(-)	1	A0A232M5T1	Fungi	GO:0006351	transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN149022_c0_g1_i1:164-1051(-)	4	A0A1U7W4Y6	Viridiplantae	GO:0022904	respiratory electron transport chain
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN149615_c0_g1_i1:348-1652(-)	3	A9NVC1	Viridiplantae	GO:0009058	biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN149615_c0_g1_i1:348-1652(-)	3	A9NVC1	Viridiplantae	GO:0006520	cellular amino acid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN1497_c0_g1_i1:1-342(-)	3	B8LRW3	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN150323_c0_g1_i1:174-863(+)	8	A0A1U8B4D0	Viridiplantae	GO:0010274	hydrotropism
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN151323_c0_g1_i1:463-2598(-)	4	B8LRA1	Viridiplantae	GO:0007142	male meiosis II
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN152031_c0_g1_i1:8-319(-)	3	A0A4S9LAL8	Fungi	GO:0042183	formate catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN155210_c0_g1_i1:1-384(+)	3	A0A2G2WZ81	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN155210_c0_g1_i1:1-384(+)	3	A0A2G2WZ81	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN157384_c0_g1_i1:124-1254(-)	3	H6BWQ6	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN15852_c0_g2_i1:36-866(-)	4	A0A1U8Q2M5	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN159163_c0_g1_i1:312-1088(+)	3	B8LNN6	Viridiplantae	GO:0006419	alanyl-tRNA aminoacylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN165022_c0_g1_i1:2-928(+)	4	A9P175	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN165022_c0_g1_i1:2-928(+)	4	A9P175	Viridiplantae	GO:0006275	regulation of DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN16524_c0_g1_i1:122-1333(+)	3	A0A199V147	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN165431_c0_g1_i1:81-2030(-)	1	C0PQS8	Viridiplantae	GO:0006857	oligopeptide transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN165614_c0_g2_i1:222-695(+)	2	A9NLC9	Viridiplantae	GO:0051301	cell division
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN165614_c0_g2_i1:222-695(+)	2	A9NLC9	Viridiplantae	GO:0007059	chromosome segregation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN166062_c0_g1_i1:291-1889(-)	5	A0A0D2FU80	Fungi	GO:0045454	cell redox homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN166062_c0_g1_i1:291-1889(-)	5	A0A0D2FU80	Fungi	GO:0006749	glutathione metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN167019_c0_g1_i1:3-335(-)	2	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN167487_c0_g1_i1:2-379(-)	2	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN17103_c0_g1_i1:87-740(+)	3	B8LMG4	Viridiplantae	GO:0006729	tetrahydrobiopterin biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN17103_c0_g2_i1:87-734(+)	3	B8LMG4	Viridiplantae	GO:0006729	tetrahydrobiopterin biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN17238_c0_g1_i1:2-400(-)	3	A9NPE2	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN1875_c0_g1_i1:2-397(+)	8	A9NVE4	Viridiplantae	GO:0000272	polysaccharide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN19354_c0_g1_i1:400-843(+)	8	A9NWA3	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN20297_c0_g1_i1:1-303(+)	4	A9NTL1	Viridiplantae	GO:0045454	cell redox homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN2105_c0_g1_i1:2-304(+)	3	F7VYP6	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN21529_c0_g1_i1:59-838(-)	3	A0A194SB13	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN23252_c0_g1_i1:528-1463(-)	3	A0A0C9RQM9	Viridiplantae	GO:0015940	pantothenate biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN2497_c0_g1_i1:129-1247(+)	3	A0A0D2CSH3	Fungi	GO:0006086	acetyl-CoA biosynthetic process from pyruvate
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN25038_c0_g1_i1:2-751(-)	2	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN2738_c1_g2_i1:379-696(-)	3	A9NLS4	Viridiplantae	GO:0006952	defense response
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN2738_c1_g2_i1:379-696(-)	3	A9NLS4	Viridiplantae	GO:0045926	negative regulation of growth
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN2778_c0_g1_i1:348-2324(+)	4	W1NHL2	Viridiplantae	GO:0006468	protein phosphorylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN2891_c0_g1_i1:186-977(+)	3	A9NNA7	Viridiplantae	GO:0042823	pyridoxal phosphate biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN29107_c0_g1_i1:255-728(-)	3	A0A0D1Y6B0	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN2978_c0_g1_i1:688-1098(-)	1	A0A1U8NE34	Viridiplantae	GO:0006281	DNA repair
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN2978_c0_g1_i1:688-1098(-)	1	A0A1U8NE34	Viridiplantae	GO:0016574	histone ubiquitination
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN2978_c0_g1_i1:688-1098(-)	1	A0A1U8NE34	Viridiplantae	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN2978_c0_g1_i1:688-1098(-)	1	A0A1U8NE34	Viridiplantae	GO:0000209	protein polyubiquitination
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN32775_c1_g1_i1:2-568(-)	3	A0A0D6QVB2	Viridiplantae	GO:0031408	oxylipin biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN32854_c0_g1_i1:1-594(+)	3	A0A517LJN9	Fungi	GO:0016042	lipid catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN34995_c0_g1_i1:1-456(-)	2	C0PQE2	Viridiplantae	GO:0007165	signal transduction
