qseqid	sseqid	evalue	salltitles	tax_id	taxonomy
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123856_c6_g1_i12:251-3547(+)	A0A1U8Q690	0	callose synthase 3 OS=Nelumbo nucifera OX=4432 GN=LOC104603549 PE=4 SV=1	4432	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123856_c6_g1_i4:251-2746(+)	A0A314Z613	0	Callose synthase 3 OS=Prunus yedoensis var. nudiflora OX=2094558 GN=Pyn_36794 PE=4 SV=1	2094558	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123856_c6_g1_i8:251-3628(+)	F6GUE7	0	FKS1_dom1 domain-containing protein OS=Vitis vinifera OX=29760 GN=VIT_06s0004g01270 PE=4 SV=1	29760	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123859_c3_g1_i1:221-2092(-)	A0A1S6YCQ7	0	NPF family transporter OS=Pinus pinaster OX=71647 GN=NPF5.11 PE=2 SV=1	71647	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123859_c3_g1_i3:58-738(-)	B8LR41	6.16e-142	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123859_c3_g1_i4:221-2098(-)	A0A1S6YCQ7	0	NPF family transporter OS=Pinus pinaster OX=71647 GN=NPF5.11 PE=2 SV=1	71647	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123861_c0_g1_i1:1-1170(+)	A0A438D328	2.26e-91	Receptor kinase-like protein Xa21 OS=Vitis vinifera OX=29760 GN=XA21_28 PE=3 SV=1	29760	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123861_c0_g1_i2:1-1170(+)	A0A438D328	2.03e-91	Receptor kinase-like protein Xa21 OS=Vitis vinifera OX=29760 GN=XA21_28 PE=3 SV=1	29760	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123862_c7_g4_i1:61-369(+)	A9NR79	1.01e-67	PKS_ER domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123863_c2_g1_i3:613-1359(-)	A9NXM9	1.33e-120	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123863_c2_g1_i4:67-522(-)	A9NXM9	2.04e-96	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123863_c2_g1_i5:627-1373(-)	A9NXM9	7.35e-119	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123865_c2_g1_i2:2-439(+)	A9NP79	4.95e-103	Glyco_hydro_19_cat domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123865_c2_g1_i4:2-439(+)	A0A5C0ZV63	1.38e-95	Class VII chitinase OS=Pinus banksiana OX=3353 GN=Chia7_5 PE=2 SV=1	3353	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123865_c3_g15_i1:3-446(-)	C0PQ29	1.46e-101	Glyco_hydro_19_cat domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123865_c3_g26_i1:3-446(-)	C0PQ29	6.21e-102	Glyco_hydro_19_cat domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123865_c3_g29_i1:3-419(-)	G9B4E7	3.37e-94	Class VII chitinase OS=Picea engelmannii x Picea glauca OX=373101 GN=Chia7-2 PE=2 SV=1	373101	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123865_c3_g29_i2:3-548(-)	A9NRW0	1.57e-127	Glyco_hydro_19_cat domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123865_c3_g3_i1:3-410(-)	A9NPI4	1.23e-90	Glyco_hydro_19_cat domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123865_c3_g6_i1:3-410(-)	A9NM41	2.25e-90	Glyco_hydro_19_cat domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123867_c3_g3_i2:496-1524(+)	A0A1U8B0Y5	8.02e-170	probable beta-D-xylosidase 7 OS=Nelumbo nucifera OX=4432 GN=LOC104605943 PE=4 SV=1	4432	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123869_c0_g2_i16:2-361(+)	B8LR16	1.13e-23	NB-ARC domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123869_c0_g2_i20:3-371(+)	B8LR16	4.21e-25	NB-ARC domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123869_c0_g2_i3:2-742(+)	B8LR16	4.05e-55	NB-ARC domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g10_i2:465-956(-)	C0PT66	7.23e-110	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g10_i3:464-823(-)	C0PT66	3.01e-65	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g11_i1:1-384(-)	B8LRY6	1.61e-82	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g14_i1:2-304(-)	C0PT66	6.27e-66	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g16_i1:2-322(-)	B8LRY6	5.75e-70	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g16_i2:2-346(-)	C0PT66	3.79e-75	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g16_i3:1-528(-)	B8LRY6	6.22e-120	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g16_i4:1-441(-)	B8LRY6	2e-93	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g17_i1:1-321(-)	C0PT66	2.19e-61	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g18_i1:2-361(-)	B8LRY6	1.34e-77	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g1_i2:1-405(-)	C0PT66	5.03e-86	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g21_i1:3-299(-)	C0PT66	1.72e-59	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g27_i1:3-395(-)	C0PT66	4.3e-79	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g29_i1:3-308(-)	C0PT66	4.48e-59	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g2_i1:2-367(-)	B8LRY6	7.52e-79	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g30_i1:3-344(-)	C0PT66	6.85e-67	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g4_i1:3-311(-)	C0PT66	4.57e-59	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123870_c0_g6_i1:3-356(-)	B8LRY6	1.55e-73	Gp_dh_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123871_c0_g6_i1:105-2168(-)	A9P0R3	2.69e-26	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123871_c0_g8_i1:69-2435(-)	A9P0R3	7.11e-22	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123871_c0_g8_i2:202-2535(-)	A9P0R3	1.33e-21	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123871_c0_g8_i5:202-2574(-)	A9P0R3	8.73e-22	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123872_c1_g1_i2:596-1726(+)	A0A443P4R7	1.68e-85	Peroxisome biogenesis protein 6 isoform X1 OS=Cinnamomum micranthum f. kanehirae OX=337451 GN=CKAN_01462100 PE=4 SV=1	337451	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123875_c3_g2_i3:339-1763(-)	A0A0D6QR34	0	U-box domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123875_c3_g2_i9:338-1762(-)	A0A0D6QR34	0	U-box domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123881_c0_g1_i1:1-465(-)	A0A0D2CF19	6.14e-103	Glyceraldehyde-3-phosphate dehydrogenase OS=Phialophora americana OX=5601 GN=PV04_08694 PE=3 SV=1	5601	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123881_c7_g3_i3:1-426(+)	A0A074XKR6	2.4e-94	Glyceraldehyde-3-phosphate dehydrogenase OS=Aureobasidium pullulans EXF-150 OX=1043002 GN=M438DRAFT_344490 PE=3 SV=1	1043002	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123881_c7_g3_i6:1-408(+)	A0A3M7LXZ8	2.64e-84	Glyceraldehyde-3-phosphate dehydrogenase OS=Pyrenophora seminiperda CCB06 OX=1302712 GN=GMOD_00000967 PE=3 SV=1	1302712	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123881_c7_g9_i2:1-351(+)	A0A142BX25	1.72e-68	Glyceraldehyde 3-phosphate dehydrogenase (Fragment) OS=Phyllosticta sp. GZAAS6.1362 OX=1805977 GN=gpd PE=3 SV=1	1805977	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123881_c8_g1_i1:3-446(-)	A0A0D2AYT6	2.03e-94	Glyceraldehyde-3-phosphate dehydrogenase OS=Exophiala spinifera OX=91928 GN=PV08_09151 PE=3 SV=1	91928	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123883_c3_g14_i2:2-502(-)	B8LMG9	2.45e-45	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123883_c3_g14_i4:2-499(-)	B8LMG9	2.1e-53	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123883_c3_g22_i2:3-404(-)	B8LMG9	6.05e-51	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123883_c4_g3_i2:3-536(+)	B8LP91	1.27e-112	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123883_c4_g3_i3:2-1054(+)	B8LP91	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123883_c4_g4_i2:484-795(+)	B8LP91	5.02e-33	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123883_c4_g4_i3:484-990(+)	B8LP91	1.37e-66	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123887_c1_g2_i4:3-362(-)	C0PT69	1.14e-80	Glutamate decarboxylase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123887_c1_g3_i3:499-2145(-)	B8LQ24	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123887_c1_g4_i1:1-384(-)	B8LNM2	7.54e-88	Glutamate decarboxylase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123887_c1_g8_i1:1-453(-)	B8LNM2	2.96e-105	Glutamate decarboxylase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123889_c2_g3_i2:1-405(-)	B8LLB4	3.39e-34	NB-ARC domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123889_c2_g3_i4:1-480(-)	B8LLB4	1.05e-38	NB-ARC domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123895_c1_g1_i1:180-1772(-)	A0A4S8T8J4	0	Myo-inositol transporter OS=Aureobasidium pullulans OX=5580 GN=D6D29_06257 PE=3 SV=1	5580	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123895_c2_g4_i5:166-1941(-)	H6C3Q2	0	MFS transporter, SP family, myo-inositol:H+ symporter OS=Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) OX=858893 GN=HMPREF1120_06279 PE=3 SV=1	858893	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123898_c0_g2_i3:1-498(-)	A0A0C9QV95	2.44e-22	TSA: Wollemia nobilis Ref_Wollemi_Transcript_7052_1207 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123898_c0_g2_i4:1-939(-)	A0A0C9S701	2.41e-59	TSA: Wollemia nobilis Ref_Wollemi_Transcript_10115_1577 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123898_c0_g4_i2:1-501(-)	A0A0C9QV95	6.73e-32	TSA: Wollemia nobilis Ref_Wollemi_Transcript_7052_1207 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123898_c0_g6_i1:1-435(-)	A0A0C9S701	8.05e-25	TSA: Wollemia nobilis Ref_Wollemi_Transcript_10115_1577 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123898_c0_g6_i2:1-459(-)	A0A0C9S701	3.17e-26	TSA: Wollemia nobilis Ref_Wollemi_Transcript_10115_1577 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123898_c0_g6_i3:1-459(-)	A0A0C9S701	4.72e-26	TSA: Wollemia nobilis Ref_Wollemi_Transcript_10115_1577 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123898_c0_g6_i5:1-444(-)	A0A0D6QU80	2.84e-23	BURP domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123899_c0_g1_i2:167-4234(+)	A0A176WKE1	0	Uncharacterized protein OS=Marchantia polymorpha subsp. ruderalis OX=1480154 GN=AXG93_862s1050 PE=4 SV=1	1480154	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123901_c1_g6_i2:169-1731(+)	A0A2Z2PC79	0	Glycosyltransferase OS=Ginkgo biloba OX=3311 GN=UGT7 PE=2 SV=1	3311	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123903_c1_g1_i2:2-3250(+)	U5D1U8	0	POLAc domain-containing protein OS=Amborella trichopoda OX=13333 GN=AMTR_s00062p00102370 PE=4 SV=1	13333	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123903_c1_g1_i4:160-3129(+)	U5D1U8	0	POLAc domain-containing protein OS=Amborella trichopoda OX=13333 GN=AMTR_s00062p00102370 PE=4 SV=1	13333	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123904_c0_g1_i3:243-2102(-)	A0A4S9SPY6	0	MFS domain-containing protein OS=Aureobasidium pullulans OX=5580 GN=D6C91_07907 PE=3 SV=1	5580	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123906_c2_g1_i3:421-2295(-)	A0A0G2FTL6	0	Putative serine threonine-protein kinase srk1 OS=Diaporthe ampelina OX=1214573 GN=UCDDA912_g02497 PE=4 SV=1	1214573	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123906_c2_g1_i7:421-2241(-)	A0A0G2FTL6	0	Putative serine threonine-protein kinase srk1 OS=Diaporthe ampelina OX=1214573 GN=UCDDA912_g02497 PE=4 SV=1	1214573	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123906_c3_g1_i1:325-1698(-)	A0A1A7MKJ8	0	Ca2+/calmodulin-dependent protein kinase OS=Aureobasidium pullulans OX=5580 GN=D6C78_09764 PE=4 SV=1	5580	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123907_c0_g1_i1:261-1739(-)	A0A2H9ZT71	7.98e-26	BAG family molecular chaperone regulator 7 OS=Apostasia shenzhenica OX=1088818 GN=BAG7 PE=4 SV=1	1088818	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123908_c4_g8_i1:3-1343(+)	A0A2G9HPT0	6.84e-171	Serine/threonine protein kinase OS=Handroanthus impetiginosus OX=429701 GN=CDL12_07791 PE=4 SV=1	429701	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123908_c4_g8_i11:1-861(+)	A0A2G5D2N6	9.95e-118	Protein kinase domain-containing protein OS=Aquilegia coerulea OX=218851 GN=AQUCO_03000368v1 PE=4 SV=1	218851	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123908_c4_g8_i13:1-1365(+)	A0A200R0M2	2.5e-180	Protein kinase domain OS=Macleaya cordata OX=56857 GN=BVC80_609g10 PE=4 SV=1	56857	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123908_c4_g8_i14:1-363(+)	A0A251TD04	6.85e-56	Putative serine-threonine/tyrosine-protein kinase catalytic domain-containing protein OS=Helianthus annuus OX=4232 GN=HannXRQ_Chr11g0343791 PE=4 SV=1	4232	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123908_c4_g8_i6:3-584(+)	A0A5D2XHN0	2.08e-84	Protein kinase domain-containing protein OS=Gossypium mustelinum OX=34275 GN=E1A91_A10G051800v1 PE=4 SV=1	34275	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123908_c4_g9_i1:1-324(+)	A0A161ZX01	4.34e-45	Uncharacterized protein OS=Daucus carota subsp. sativus OX=79200 GN=DCAR_019923 PE=4 SV=1	79200	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123909_c5_g1_i2:2-310(+)	E0ZGU3	4.76e-44	UDP-glucosyltransferase-like protein (Fragment) OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123909_c7_g14_i1:1-363(+)	E0ZGU3	1.61e-75	UDP-glucosyltransferase-like protein (Fragment) OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123909_c7_g3_i1:3-323(+)	B8LNU7	3.87e-55	Glycosyltransferase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123916_c0_g1_i3:3-398(+)	A0A1U7ZXY4	5.46e-79	uncharacterized protein LOC104595140 isoform X2 OS=Nelumbo nucifera OX=4432 GN=LOC104595140 PE=4 SV=1	4432	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123918_c0_g24_i3:1-423(+)	A9NSM2	4.19e-88	DIOX_N domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123918_c0_g24_i7:218-649(+)	A9NVW2	2.81e-97	Fe2OG dioxygenase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123919_c4_g2_i3:528-890(-)	D5A955	1.57e-59	Cation_ATPase_C domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123919_c5_g11_i1:3-335(-)	D5AEG4	3.87e-70	Cation_ATPase_C domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123919_c5_g11_i4:1-309(-)	A0A061G981	4.51e-38	Calcium-transporting ATPase OS=Theobroma cacao OX=3641 GN=TCM_028049 PE=3 SV=1	3641	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123919_c5_g11_i5:3-335(-)	D5AEG4	5.63e-69	Cation_ATPase_C domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123919_c5_g2_i1:3-317(-)	D5AEG4	1.71e-63	Cation_ATPase_C domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123919_c5_g3_i1:3-371(-)	A0A061G981	1.58e-53	Calcium-transporting ATPase OS=Theobroma cacao OX=3641 GN=TCM_028049 PE=3 SV=1	3641	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123919_c5_g7_i2:3-365(-)	D5AEG4	5.74e-71	Cation_ATPase_C domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123922_c1_g7_i12:199-879(-)	A0A0D6QZS0	9.59e-99	Fe2OG dioxygenase domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=3 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123926_c0_g1_i6:582-5072(-)	D8T797	0	ATP-binding cassette transporter OS=Selaginella moellendorffii OX=88036 GN=SmABCG8 PE=3 SV=1	88036	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123927_c2_g4_i4:3-512(-)	Q6WE78	8.39e-25	Putative NBS-LRR protein GS05 (Fragment) OS=Pinus monticola OX=3345 GN=RGA PE=4 SV=1	3345	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123927_c2_g4_i6:65-895(-)	Q6WE88	4.72e-30	Putative NBS-LRR protein G9034 (Fragment) OS=Pinus monticola OX=3345 GN=RGA PE=4 SV=1	3345	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123927_c2_g4_i9:1-885(-)	A0A1U7ZU94	1.73e-26	TMV resistance protein N-like OS=Nelumbo nucifera OX=4432 GN=LOC104596328 PE=4 SV=1	4432	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123927_c2_g5_i1:3-518(-)	Q6WE78	9.59e-34	Putative NBS-LRR protein GS05 (Fragment) OS=Pinus monticola OX=3345 GN=RGA PE=4 SV=1	3345	Viridiplantae
